text,label
@RealMattCouch @inittowinit007 We closed businesses to #FlattenTheCuve & not overwhelm hospitals with CV-10 patients. Mission accomplished. The models were way off. The data has changed significantly. Why haven't we changed our strategy? It's time to #Reo,pro
RT @MariaBartiromo: @GovRonDeSantis Thank you @RonDeSantisFL Good luck & best wishes to #Florida & tomorrow w the #ReOpenAmerica @Mornin�.,pro
"So @Walmart decided they felt the need to put one way signs on the isles to help practice ""social distancing"" but nobody is following the signs, not even the employees . Can we please stop the stupidity already? #ReopenAmerica https://t.co/LMrS13CUZs.",pro
Easier to do when the liberties of ALL Americans to choose their acceptable level of risk and safety is not being trampled. #reopenamerica #flattenthefear.,pro
God Bless America #EndTheLockdown #FullyOpenCA #reopencalifornianow #ReOpenAmerica #FreeAmericaNow #HuntingtonBeach #BackToWork #USA @realDonaldTrump Thank you to Law Enforcement today @HBPD_PIO great job out there today #RecallGavinNow @GavinNewsom https://t.co/Cn51ajpp8M.,pro
"#ReopenAmerica happens when a fraudulent criminal narcissist who doesn't show his tax returns, gets #ImpeachedforLIfe for #AbuseofPower #ObstrucionofJustice and is not removed by the complicit GOP bc they only care about money and not actual Americans. #trumpliesamericansdie.",pro
@seanhannity De Blasio is such a hack #DemocratsTheEnemyWithin #DemocratsAreDestroyingAmerica #ReopenAmerica.,pro
#27ABR | Abren negocios en varios estados de EEUU https://t.co/IYhRqAxynb #USA #EEUU #COVID19 #coronavirus #ReopenAmerica #QuedemosnoEnCasa https://t.co/357EOGG93c.,pro
Glad it was there to service the 20 patients! #ReopenAmerica @NYGovCuomo @BilldeBlasio @Andy @MeghanMcCain @sunny @HarveyLevinTMZ @chrissyteigen @andersoncooper @JoyVBehar @ChrisCuomo @POTUS #ChineseCoronaVirus #nyc #newyork #USNSComfort #trump2020 #ThankYouPresidentTrump https://t.co/enSOWIb5H6.,pro
#reopenamerica #endthelockdown #operationgridlock rallys today 4.20.20 Arizona California Florida Maine Maryland Missouri nyork Pennsylvania Tennessee.,pro
#reopenamerica.,pro
"@big_bappa @mattyglesias I don't think his point is that smart phone repair shops should be closed, but that America is under nothing even resembling a total lockdown. #ReopenAmerica is especially stupid when you consider how much of America *is* open.",pro
#reopenamerica.,pro
@python_jobs Need a #websitedesign? dm me :) Portfolio :https://t.co/L6OJpL1LDD #websitedesign #NotDying4WallStreet #webdeveloper #2020tayfa #2020experience #top #website #ReopenAmerica #dropshipping #boycottweatherspoons #traveling #needgraphicdesigner #,pro
To anyone saying Elon Musk is an idiot or we shouldn't reopen. Here's mys response in this comment thread (GD_Studio) stop fearmongering and listen to the other side. People don't want others to die. #reopenamerica #reopencanada #freecanada https://t.co/iE651LIZhg.,pro
#reopenamerica #coviddoctors # truthwinsout COVID-19 briefing: Current quarantine approach wrong based on science |... https://t.co/iOb4FYkcIq via @YouTube.,pro
JHU COVID-19 sufferings live country vise reports https://t.co/CpGhIhcAIR #gomovies #reopenamerica #bofa #fmovies.,pro
I will High Quality Google Review and WebSite Review Sell. Please Contact Me: Skype: GoogleReview24 Payment Method: Paypal and Payoneer Master Card. Thanks You... https://t.co/clzxcWs2M1 #NotDying4WallStreet #StayAtHomeOrder #ReopenAmerica #TuesdayThoughts #GeneralStrike.,pro
@RBW1926 @RealMattCouch That's crazy. How'd they keep shelves stocked of #ToiletPaper before? You'd think by now people would #WakeUp to fact #CA was officially reopened this past weekend by hundreds of thousands at beaches up and down the Coast ?? #Reope,pro
#reopenamerica.,pro
@realDonaldTrump This sounds like a threat to me! #reopencalifornia #reopenamerica.,pro
RT @michellemalkin: I'm posting @allidoisowen ' s notice about the #reopenamerica rally tomorrow in Texas because he was banned yesterday f�.,pro
????? https://t.co/vKLYfWY1Vk RT @RightEyeGuy: Modeling COVID-19 and the Lies of Multiculturalism #ReopenAmerica #ComputerModelsSuck #ClimateChange #Hoax� https://t.co/lSOK5pefZz.,pro
Perfect! Close the border #Buildthewall #ReopenAmerica.,pro
@dbongino @RealCandaceO @FoxNews @TuckerCarlson @BreitbartNews #glasshalffull looking for #FakeNews Why are people hoping for bad news? Anyone betting against #USA is an evil #Traitor #ReopenAmerica https://t.co/V828LOvFlY.,pro
#MAGA2020 #MAGA #KAG #KAG2020 #trump2020landslide #reopenamerica #americastrong #americafirst #americaworkstogether #protectingourrights #cindygroszforcongress #cindygroszforny4 https://t.co/5AxOCcxrkz.,pro
#reopenamerica #reopenmn.,pro
"#MidgetOfMayhem and #ScarfOfDoom have lost all credibility. They were WRONG about the death counts. They are ALSO WRONG about ""You can't flip a switch to restore the economy."" #reopenamerica #ignorebrokengovernment #backtoworkamerica #operationgridlockusa.",pro
"@realDonaldTrump yesterday's #ReopenAmerica rally in Albany, NY more a Trump rally. @albanypolice harassing demonstrators blocking off streets causing gridlock. Common sense? What about first responders? No common sense with #Liberals.",pro
Over 10 million people in LA County. Do the math. #reopenamerica #reopencalifornia #recallgavinnewsom.,pro
I agree! #reopenamerica #reopenamericanow.,pro
#coronavirus #COVID19 #ReopenAmerica #Trump2020 #media #MediaBias @AP any comment? https://t.co/MmiuIzzcsF.,pro
"RT @michaeljohns: The #ReopenAmerica rallies need a refined and careful message. ""They should be very specific about what liberalization�.",pro
@realDonaldTrump You should strike while the #ReopenAmerica iron is hot and hold the BIGGEST indoor rally in your history! Everybody wants to see you and what better way to prove to America and the cryin' libs this is all an overblown hoax! You should do ,pro
The common flu killed 50000 Americans this flu season. That's more than all coronavirus deaths WORLDwide. So let's be cautious but stop the panic. In most hospitals across USA they've not seen even 1 coronavirus patient. Fake news lies! #reopenamerica.,pro
"RT @michaeljohns: The #ReopenAmerica rallies need a refined and careful message. ""They should be very specific about what liberalization�.",pro
#coronaviruslockdown #hantavirus #21dayslockdown #curfewinindia #reopenamerica #lockdownindia #.,pro
@AP_politics @AP #reopenamerica #herdimmunity.,pro
"RT @discord__panic: Remember last Sunday's anti-Semitic sign at the Columbus, OH #ReopenAmerica protest? As it was going viral, Nazis decid�.",pro
When we #ReopenAmerica If there is a Trump rally in Denver I want to go. @w_terrence I hope you're there and I get a chance to meet you :D You are AWESOME.,pro
"@PIX11News #NewYork is not getting tested, that's why the numbers are #flatteningthecurve people are getting sent home, told they have ear infections... And they go home, and they don't get the right medicine and they end up dying at home... They are lyin",pro
"@FrankSowa1 So #MichiganShutdown since ""Dear Leader"" Trump has stated it's NOT time to #ReopenAmerica maybe you can get the HELL off of @GovWhitmer lawn ... https://t.co/OensbsynBF.",pro
"Way to go, Texas! Now everyone else needs to follow suit. #reopenamericanow #backtoworknow #backtoworkamerica #reopenamerica #everyjobisessential #firefauci #firebirx.",pro
So irresponsible. I hope@somone is keeping a database of all these irresponsible onwhen we do #ReopenAmerica they can be judged for attempted murder.,pro
#internationalworkersday #mayday #mayday2020 #maydaystrike #theunholycommandmentsofcult45 #coronaviruspandemic #reopenamerica #reopencalifornia #COVID__19 #fascist https://t.co/lz5oTFOi6t.,pro
"If a kidnapper threatens to kill his victim unless you comply with his demand to burglarize and terrorize 1,000 households, the ethical thing for you to do is NOT comply. #reopenamerica #reopenamericanow #wuhancoronavirus @endquarantine.",pro
"These fuckin' clowns think they're going to shoot the #coronavirus, apparently. #coronavirusoutbreak #reopenamerica #carsoncity #nevada #silverstate #battleborn.",pro
"@marcorubio If you're interested in #ReopenAmerica, #TestingForCovid19 is priority #1, 2, and 3. #PPP critical for acute treatment, testing fundamental to to achieve a 'cure' to #SocialDistancing.",pro
Police are beginning to take A stand for their oath and against tyrannical orders #americaskeepers #coronaviruspandemic #reopenamerica https://t.co/78gI2d8Vgc.,pro
#thecureisworse #reopenamerica.,pro
It's time to #ReOpenAmerica! #Covid19 will not destroy America. It is the way we overreacted to #COV19 that's become the biggest threat to this country in modern history. #coronavirus #covid19usa #cov19usa https://t.co/oYISHUVoas.,pro
10 Ways to Make Money from home! https://t.co/6pGLLCsRfk read now! - #stayathome #corona #covid_19 #motivation #makemoney #earnmoney #money #BREAKING #news #hot #take #get #buy #workfromhome #workingathome #homeoffice #just #do #coronaviruslockdown easter #reopenamerica https://t.co/baQeOICUcl.,pro
"@Shem_Infinite #ReopenAmerica Now, why on earth would they do that? Hmmm. https://t.co/qrDCGwOr49.",pro
Self-isolate now if U attended AMVCA - Lagos Health Commissioner warns as an attendee of the award tests positive for coronavirus https://t.co/jsohhvi6b1 #reopenamerica #hantavirus #21daysLockdown #notdying4wallstreet #isolateMorrissey #COVIDIDIOTS #tuesdayvibes.,pro
It's utterly unAMERICAN and disgusting The Demorats just want America to fail... #walkawayfromdemocrats #ReopenAmerica and lets get back to work!!,pro
@JayInslee @GovInslee is nothing but an ineffective dolt! He is a greasy slimeball who is HURTING the citizens in Wa state! We have GOD GIVEN UNALIENABLE RIGHTS! #wakeup #coronavirus #reopenamerica #reopenwashingtonstate #liberateamerica #liberatewashingt,pro
#ReopenAmerica most ppl tweeting against this -live with their parents -have online jobs or no job -have a big cushion of cash -trust the govmt (taxpayers) will provide enough cash forever -have no clue how the economy affects a zillion things in life.,pro
This is such a scam. We need to demand that out economy and freedoms are back. #constitutionovercoronavirus #reopenamerica.,pro
"Sign, sign, sign #FireFauci Petition. click below. #Q #qanon #reopenamerica #antivax #americafirst #deepstatefauci #antigatesvax watch video with Dr. shiva https://t.co/oaoUsPuNX7.",pro
"@JaxFaux @kittycatnut Not a conspiracy. As soon as the media began to instill fear and panic, I knew it was a scam. It is time to #ReopenAmerica The question is, who is coming up with these diabolical plans to try to destroy the USA?",pro
"@morethanmySLE Yeah, because he's making money off us getting sick! Read this comment, it's highly disturbing #Trump WANTS us sick! Follow the #PPEshortage. Read this comment NoKXL #TrumpOwnsEveryDeath #COVID19 #ReopenAmerica https://t.co/kXrcL2e7MT.",pro
#ReopenAmerica but also #BuildTheWall. Those two things go together ?? fucking idiots.,pro
"@cz4432 @SylvesterTurner Governor Abbott is making the decisions for ALL of Texas. Commies Syl & Lina are just ranting at the sky. Their ""orders"" are worthless. #reopentexas #reopenamerica.",pro
#DemocRATs COVID-19 Hoax https://t.co/xdipdybYgO #DemocRATsLiedPeopleDied #ReOpenAmerica #ReopenAmericaNow #EndTheLockdown #EndTheLockdownNow #EndTheShutdown #EndTheShutdownNow.,pro
There is more truth in this than everybody realizes #coronavirus #coronapanic #coronavirustruth #CoronaHoax #coronavirusoregon #coronavirusNYC #reopenOregon #ReopenAmerica #reopenNYC #NoMoreKate #LoveTrumpsKate.,pro
#reopenamerica.,pro
@sherymuslima1 @speakerpelosi @repadamschiff @deptofdefense @esperdod @guyverhofstadt @EU_commission @NATO @jensstoltenberg @POTUS If any doctor tells u that someone in USA died w corona arrest him or her they r lying I swear to God it is all a lie #Reope,pro
Draconian actions are amuck all over America! It's time we #ReopenAmerica push back against these draconian so called leaders like Two Faced @GovernorVA who instituted another stay at home order extension now till June 10th! #LiberateVirginia.,pro
"All of #Macy's roughly 775 stores have been closed since March 18 due to the #coronavirus pandemic, but the company is planning to reopen dozens of stores on Monday in states that have loosened restrictions. https://t.co/QVBsAXIwd3 #ReopenAmerica #Pandemic.",pro
@ezridersos @gatewaypundit Zeke Emanual is full of shit Americansdamn sure aren't going to be on lockdown for 18 months. #chinavirus #reopenamerica #MAGA #americafirst.,pro
@POTUS @realdonaldtrump @donaldjtrumpjr @realbencarson #trump #MAGA #qanon #WWG1WGA #trump2020 #MAGA2020 #trump2020landslide #KAG #KAG2020 #LAW #medicine #ethics @trumpwarroom unconstitutional #partisanpandemic #tyranny #technocracy #reopenamerica @stevep,pro
@JordanSchachtel PROTESTS BEING REMOVED FROM YOUTUBE!! Freedom of speech! This is AMERICA and #MichiganProtest is where we should STAND TOGETHER for our constitutional rights!! More of US than THEM! Let's fight! #reopenamerica #operationgridlock https://t,pro
"@washingtonpost All you #OperationGridlock folks thinking you are patriots need to keep this saying in mind. THIS is what it may cost you to walk on the beach. Is it worth it to lose a parent, a sibling, a child just to protest? #floridamorons #reopentexa",pro
"I'm not a scientist Or doctor Or economist Or nostradamus But here's what's gonna happen: this pandemic will get so bad in America that Trump will end up reversing his decision to #ReopenAmerica after ""15 Days"" and order a national Stay-At-Home mandate. https://t.co/pJpXVn4IKz.",pro
#StLouis Yesterday in St Louis County-#FREEDOMRALLY #ReopenAmerica #ReopenStLouis #ReopenMissouri #WWG1WGA #QAnons ??.,pro
#reopennc #reopenamerica #reopenamericanow.,pro
Am�n! #easter #reopenamerica.,pro
#ReopenAmerica (At lea$t the '$tates.) @FleshnChrome / @almostjingo:,pro
Every week of shutdown will permanently destroy many lives and jobs... #reopenamerica.,pro
4.20.20 #ReopenAmerica Live feeds as they come in .. #operationgridlock #endthelockdown #giletsjaunes #yellowvests #hongkong https://t.co/x6Y44IMV2l.,pro
New poll finds #FoxNews viewers think the coronavirus threat is exaggerated #FoxNewsKills #NationalEmergency #ReopenAmerica #UnlikelyHomeSchoolLessons #WorstPresidentInHistory https://t.co/VZIxyiGwoQ via @voxdotcom.,pro
Tell me again why we're destroying our economy...? #thecureisworse #reopenamerica #endthelockdown #endtheshutdown #constitutionovercoronavirus #billofrights #coronapocalypse.,pro
The type of people protesting against social distancing are the same people telling their kids that masterbating makes you go blind. #coronavirus #ReopenAmerica #COVID__19 #StayHome & #fap.,pro
"In typical anti-#American, #antisemitic hostility, #communist #NYC mayor, @BilldeBlasio, threatens #Jews w/arrest for breaking #Covid19/#CoronaVirus #StayAtHome mandate. This #tyranny WILL worsen if we DON'T #ReopenAmerica NOW! https://t.co/VKeQ35fNS3 via @BreitbartNews.",pro
#OperationGridlock happening April 15! #reopenamerica.,pro
@MattWalshBlog Watch LIVE NOW massive #Michigan Protest #ReOpenAmerica #OperationGridlock One Livestream is https://t.co/58pUa5Xutn.,pro
@propublica Help this get more traction IMMEDIATELY #Trump WANTS us sick! Follow the #PPEshortage. Read this comment NoKXL #TrumpOwnsEveryDeath #COVID19 #ReopenAmerica https://t.co/kXrcL2e7MT.,pro
"@realDonaldTrump Why is Walmart allowed to be filled to the gills with people? reopening other ""essencial"" stores would alleviate the crowds at Target and Walmart. Wear a mask OK but at least on weekends, appliance stores #reopenamerica everyone thrown ou",pro
Sign up for our daily newsletter! Tomorrow morning we're talking about: > The lockdown's crushing blow to small business > How unemployment could shrink our workforce > The TRUTH about Trump's #Lysol comment And more! Sign up: https://t.co/QippeFwI01 #ReOpenAmerica.,pro
"#testingkit for #coronavirus is on the horizon, #StayAtHome buys time to help prepare for a #ReopenAmerica. @coronavirus_8 the stats show #StayHomeSaveLives. Today 752 people die in New York of #COVID19. Let that sink in.... https://t.co/tqy2rhR59N.",pro
These #ShutdownGovernors are hiding the data. Why? Because at least two are DIRECTLY CULPABLE for #nursinghome #covid19 deaths. California: #reopencalifornia #twill #reopenamerica #reopenvirginia #reopenmn #reopenmi #reopenwi https://t.co/hrjN4mtVRA.,pro
"Great idea for an @nbcsnl skit: @johnkrasinski's ""A Quiet Place 3"", where Evelyn Abbott continues to (silently) try to keep her family safe amidst an emerging band of angry survivors who are growing exasperated and protest to #ReopenAmerica. https://t.co/wkjD3vjfss.",pro
@TonyyMontana214 @trump_dollarrrr @washingtonpost CoronaVirus has peaked at 1/5th the number of deaths of the regular flu. #reopenamerica.,pro
Well the communists are back to tweeting about gun control instead of corona... Good sign? ?? #ReopenAmerica.,pro
"#ReopenAmerica but #TrumpGoesFirst! Til #Trump holds a rally, he knows it's not safe. Don't be a #TrumpLabRat. @realDonaldTrump, you wanna be a leader? LEAD! Hold a YUGE rally! Your supporters will show. Will you? #MAGA2020 #presidenttrump.",pro
@JoeySalads @FLOTUS RELEASE THE CAGED ECONOMY! THEIR'S NO REASON THE AMERICAN ECONOMY SHOULD BE CAGED LIKE MEXICAN KIDS ARE! #ReopenAmerica #TrumpTrain #KAGA #BestPrecedentEver #AmericaFirst #PromisesMadePromisesKept #Trump2020 #Trump2024 #Trump2028 #Trum,pro
Amen..... tyrannts trying to destroy small businesses and families. People are becoming angry and desperate and things will become violent if it doesn't end soon. #reopenpa #reopenamerica #liberty #constitutionovercoronavirus.,pro
"Yes #ReopenAmerica we WANT OUR TRUMP ECONOMY OPEN, THESE SCAM FRAUD DEMS N MEDIA THEY DONT CARE, @realDonaldTrump DOES CARE N WE ARE WITH HIM 125%!",pro
"NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY #reopenamerica #reopennys RT and tag your NY state friends.",pro
"#OperationGridlock in Michigan now! April 15. Thousands of cars for many miles, ticked off at the over the top restrictions by Gov Whitmer. #reopenamerica.",pro
COVID-19: What are the rules of social distancing? We are ALL in this together! #coronaviruspandemic #coronavirus #corononavirusupdate @scottmorrisonmp @realdonaldtrump @borisjohnson @justintrudeau @unicefeducation @WHO #loveforall #newcosmicresourcesltd #stayhomesaveslives https://t.co/S4QC7bZERz.,anti
GoPro HERO8 Black - Waterproof Action Camera with Touch Screen 4K Ultra HD Video 12MP Photos 1080p Live Streaming Stabilization https://t.co/ubGBQIwkLT #AskAGBarr Fire & Desire Elon Musk NCAA Feel No Ways #WednesdayWisdom Views Amash #ExtendTheLockdown #SM_???_?? https://t.co/d9DTAodozh.,anti
"More than 65% people are 100% suspected to be infected due to Corona virus in kemari Town,Karachi.But the reaction and the way of dealing of the officials on 1166 is quite agonizing. #extendthelockdown https://t.co/liwanvj3Gs.",anti
"There is no set way to run a successful business. If you've decided run a home-based business, follow these steps so that you can stay on track. https://t.co/07mvVuTJwY #homeoffice #success #BusinessContinuity #trackandfield #DigitalIndia #ExtendTheLockdown #Lockdown2 #market.",anti
#flukluxklan #extendthelockdown.,anti
#extendlockdown #extendthelockdown @galvnews @lavernianews @houstonchron @dallasnews @texascatholic @easttexasreview @bulariat @vicadvocate @elpasotimes @startelegram @statesman @voanewsgroup @bmtenterprise @the_naut @aframnews https://t.co/A52u9ntbRo.,anti
#Extendthelockdown trends as Nigerians react in shock to 195 new cases of Coronavirus recorded on Tuesday https://t.co/kVs7VFZSaN https://t.co/KWX7RvK2jz.,anti
RT @TevinOroriseng: #ExtendTheLockdown #Day34OfLockDown #WhatsApp stop using ceramic bowls and try this. https://t.co/2qIT2TXLgx.,anti
RT @MENnewsdesk: A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b�.,anti
@SkyNewsBreak Happy days!! #extendthelockdown #COVID19 https://t.co/dhmwKGNVO6.,anti
WTF? Twitter shadow-deleted my tweet pointing out that JEFF BEZOS is making 11k a second during the lockdown! #extendthelockdown Elon Musk Jews free America.,anti
What he said. #stayhomesaveslives.,anti
First time in 12 years I feel I need to move... #Frisco #Texas #COVID #StayHomeSaveLives #ProtestLockdown =#endangerment.,anti
Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: Elon Musk @elonmusk is asshoe https://t.co/6kJxscKpT8.,anti
#stayhomesaveslives #social_distancing.,anti
#SpiderMan urges everyone in the #UK during #lockdown to #ClapForOurCarers #clapforthenhs #clapforcarers and #StayHomeSavesLives @NHS @NHSCharities @itvnews @BBCNews @STVNews @GOVUK @GMB @thismorning #superhero #Superheroes https://t.co/EILfUj3QNW.,anti
Ahahaha fuck @elonmusk the most selfish entitled bastard Ive seen throughout COVID. Hope his entire portfolio goes up in flames in the upcoming Great Depression you elitists S.O.B. #workersrights #ExtendTheLockdown #NoWorkerIsDisposable.,anti
"Have I offended @NCDCgov? NCDC might have broken up with me, they don't send me SMS again like before. Or maybe their credit has finished. #extendthelockdown.",anti
@lovelyseshu @AndhraPradeshCM That doctr is worthless WASTE TO TALKING ABOUT HIM.. . bt now problem is about extension of lockdown... if yu guys were so responsible I request Pk fans to trend #ExtendTheLockdown in AP.,anti
#iamup NYC pride #protestlockdown #michiganshutdown.,anti
Agreed they would rather have u in pine box instead of paying UI/#PUA Scum I tell you to make us choose being financial ruined or death from #COVID19 #coronavirus #ExtendTheLockdown this is America not North Korea @AP @NYSHumanRights @SenSchumer @LtGovHochulNY @donlemon @VP.,anti
#canada #canadacovid19 #canadalockdown #canadameat #cdnpoli #bcpoli #alpolitics #quebec #johnhorgan #dougford #justintrudeau #COVID #COVIDIOTS #extendthelockdown #WHO #china.,anti
if the Prime Minister said it was ok to go out and to gather in the streets you would stay at home. That's just the way some of you seem to be. Sad f*cks. #stayathome #staythefhome #stayhomesavelives #stayhomesaveslives #COVID19 https://t.co/OLeLb3UIYF.,anti
"Apt what @thandienewton 's #maeve #robot character says in @WestworldHBO #Westworldseason3 Ep.2: ""If there's one thing I know about human nature, is that your stupidity is only eclipsed by your laziness"". Stop lazy thinking; #StayHomeSavesLives #COVID19.",anti
"Sir,plz complete sealing/Curfew in the hotspot area in all over India up to 30 April is solutions at that time.Other india lockdown extend up to 30 April . @PMOIndia @HMOIndia .@cmohry plz seal gurugram and nuh area completely @Dchautala #ExtendTheLockdown.",anti
#extendthelockdown #ecqseason3 #GCQ #philippines #pandemic #luzonlockdown #ncov2019 #COVID19 https://t.co/ftSCn1ZUZZ.,anti
"@ntuthuko_xaba OUTSOURCED MARKETING FOR MORE TYRANNY! #ExtendTheLockdown , #DoNotOpenCalifornia and others are trending because NIGERIA AND OTHER FOREIGN NATIONS WERE PAID TO POST IT ALL NIGHT & TODAY. Now we have a bunch of SPAM. Time for the lawsuits ag",anti
Really confusing @kroger are going to take their employees temperature each day but won't make every costumer that comes in to wear a mask. #ExtendTheLockdown #cronavirus #twitch @realDonaldTrump @h3h3productions @PhillyD.,anti
"@CNN @realDonaldTrump be a #Leader, join a #ProtestLockdown rally!",anti
#ExtendTheLockdown is only trending to get #maga #kaga people's panties all bunched to create outrage.,anti
design awesome food flyer https://t.co/dEuFjD44HK #graphicdesigner #askagbarr #NCAA #amash #views #jews #wednesdaywisdom #internationaldanceday #extendthelockdown #remdesivir #wonho #lowry #tesla #wetherspoons #thechase #SDMNCLASSIC #internationaldanceday #extendthelockdown #raab https://t.co/yATqBYrgyK.,anti
Call for businesses to help make NHS ventilators @NHSEngland #NHS #SaveTheNHS #StayHomeSavesLives #Coronavirus https://t.co/GjTNN7sHX2 https://t.co/QUWypfqplt.,anti
RT @allanbrocka: Kentucky reports highest coronavirus infection increase after a week of protests to reopen state. #ProtestLockdown https:�.,anti
Already booked #profit at 0.8750 (#30PIPS)in Buy #EURGBP https://t.co/aC8DOGf9qf @centralbank_ie @dbsbank @MDFoodBank @BofA_Help @usbank @MandSBankPress @BankofScotland @ReserveBankofNZ @ReserveBankofNZ @bankofcanada @WorldBankTokyo @WorldBankLive #ExtendTheLockdown #COVID19.,anti
@RBI banks must extend moratorium period. @abpnews @aajtak @zeenews @ndtv @PTI_news @ddnewslive @narendramodi @pmoindia @finminindia #extendthelockdown #waivedoffemi.,anti
Staying home and physically distancing is the most powerful thing we can do to stop the spread of #COVID19 and protect vulnerable Indians. #StayHomeSaveLives @PMOIndia @HMOIndia @MoHFW_INDIA Please #ExtendTheLockdown For More 21 Days minimum and to it strictly @aajtak @BBCHindi.,anti
"If the president does not discipline Fikile Mbalula for leaking gov confidential resolutions to Somizi, I don't know. Mbalula is a danger and overzealous drongo #cyrilramaphosa #ExtendTheLockdown the guy had been leaking gov secretes to Julius unabatedly.",anti
Anyone who supports arresting lockdown protesters will one day wake up in the totalitarian state where no protests for no reason will be allowed. #protestlockdown.,anti
@DailyVoiceSA check this petition out! https://t.co/Z20V8FUjHk over 10 000 people have signed the petition for schools to stay closed for 2020 #ExtendTheLockdown #StayAtHome #Covid_19 https://t.co/ZIYoxnlvOe.,anti
#extendlockdown #extendthelockdown @nytimes @guardian @dailymail @chinadailyusa @washingtonpost @dailytelegraph @WSJ @USATODAY @timesofindia @independent @latimes @elpaisinenglish @FT @financialtimes.,anti
Is the message getting through? PUBLIC SERVICE ANNOUNCEMENT No.7: Stay home save lives! #CoronavirusOutbreak #COVID?19 #StaySafeStayHome #StayAtHomeSaveLives #StayHomeSavesLives #SelfIsolation #graphicdesign Time to get #creative @WHO @UN @GOVUK https://t.co/ZtQEeQHokT.,anti
Northampton NPT have been out in #Northampton monitoring the virus compliance of play areas #c7016 #c7158 #p917 #c7116 #StayHomeSavesLives #COVID19 @NorthantsPolice https://t.co/SVmMl62Ihq.,anti
@ActualidadRT #StayHomeSavesLives.,anti
@dkhos @UberEats A good gesture: Uber contact your Partner car suppliers to cover car expenses for the next 4 months. #london #stayhomesaveslives.,anti
"What exactly do Nigerians want?: #Extendthelockdown trends, Nigerians react in shock to 195 new cases of Coronavirus recorded on Tuesday https://t.co/vnqwwpCVbx https://t.co/C5TxrWrVb9.",anti
"Please don't fall for this, its a scam Kindly retweet to save lives. #extendthelockdown #prayforkemiolunloyo #indaboski @ubagroup @ubacares https://t.co/T3lMTLK31N.",anti
"@romanstrobl @PetrLudwig @jeremyphoward Czech, Austria foolishly release restrictions others increase them: Strategy should be EU coordinated #Elimination Not #Herd Or #SurpressAndLift #ExtendTheLockdown #TestTraceIsolate #Eliminate https://t.co/VWyZrF1ex",anti
"#Zuma has taken gloves off, from 2morow #media will start running its own trial b4 court ,all to influence @OCJ_RSA ,pple like #JudgeMLAMBO who have shown clear bias against @PresJGZuma must be removed from the bench #ExtendTheLockdown #workingfromhome #LockdownSA #COVID19.",anti
Last night at @HillingdonNHSFT we showed our appreciation to the @NHSuk Joined by our partners from West Area BCU @MPSHillingdon and @Ldn_Ambulance. #ClapForOurCarers #ClapForTheNHS #StayHomeSavesLives https://t.co/dISu8qoliv.,anti
Big cheer for @GEHNHSnews @GEHNurses when you #ClapForCarers tonight at 8pm but the only way to be sure of 'making a difference' to beat #CoronavirusOutbreak is to #StayHome this Easter @nhsuk @nhsengland @dominicraab @borisjohnson #stayhomesaveslives https://t.co/S0fpYAOe5y https://t.co/e6aaQALKRT.,anti
"#ExtendTheLockdown Serious question, any doctors wanna weigh in on building an immunity to this by opening up? I mean, I see people in Wal Mart without masks who don't social distance anyway, I don't personally feel any safer at home, but I do my best to distance.",anti
#LoActual | Preocupaci�n ante posible escasez de carne https://t.co/1T0ybEFT35 #USA #EEUU #COVID?19 #Covid19Ec #ExtendTheLockdown #QuedemosnoEnCasa https://t.co/7nEAQQfwUA.,anti
@LBBizJourn @LongBeachPost Protests work my friends! Today at 11:30am downtown Los Angeles city hall ! #protestlockdown #downtownla #cityhall #openla #opencalifornianow #liberatecalifornia #losangeles #motherearth pass it on! @LACity @SEIU721 @realDonaldT,anti
Supporting our colleagues @ASPolice with a few of tasks in the Weston-Super-Mare area today. Our view of the tide out just south of Clevedon. #StayHomeSavesLives #BeKind #COVID19 ^RL https://t.co/vnPKfi9HwZ.,anti
7.7.20 #COVID19 #Netflix #ModernWarfare #ExtendTheLockdown https://t.co/z8G6MjaG32.,anti
Something fishy about the 'anti-lockdown' protests #coronavirus #COVID19 #WeAreTheRevolution #WeAreTheNewsNow #ProtestLockdown #WWG1WGA #TheGreatAwakening #OutOfShadows #HoaxedMovie #Patriots #PatriotsAwakened.,anti
"3 of our dog teams with their dogs PD Arnie, PD Nika, PD Holly & PD Airin proudly joined in with #ClapForTheNHS #ClapForOurCarers tonight please #StayHomeSavesLives to protect our #NHSheroes.",anti
RT @MENnewsdesk: A strong message to anyone thinking about meeting with friends over the Easter weekend #StayHomeSavesLives https://t.co/9b�.,anti
IndaBoski Pahose #workingfromhome #ExtendTheLockdown #indaboski.,anti
#29ABR | Preocupaci�n ante posible escasez de carne https://t.co/1T0ybEFT35 #USA #EEUU #COVID?19 #Covid19Ec #ExtendTheLockdown #QuedemosnoEnCasa https://t.co/BKlGxa3FaU.,anti
"#ExtendTheLockdown , #DoNotOpenCalifornia and others are TRENDING because NIGERIA AND OTHER FOREIGN NATIONS WERE PAID TO POST IT ALL NIGHT & TODAY.",anti
