text,label
Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: @elonmusk is asshoe https://t.co/yUbKYom3TB.,n
@harvingtonTR @metpoliceuk @LFC_blano @Real_Macca_0161 @KTHopkins The journalist should have just gone home. He is in the wrong not the police. I support the police sending stupid idiots home. #StayHomeSavesLives.,y
RT @tony7perfect: The same people that #ProtestLockdown also protest anything that benefits ALL people such as The affordable care act Gu�.,y
"Way to go #Ottawa. We know its hard, but let's #StayHomeSavesLives so we can help our amazing health care system #FlattenTheCurve. Tell us what your doing at hone today!",y
"At this point , these ""conspiracy theories "" aren't theories anymore. It's reality! We have all the Proof. #freeamericanow #extendthelockdown =brainwash #deblasio =joke #jaredkushner = INFILTRATE > HYDRA = made and pay by Benjamin Netangahu #qanon #qanonarmy #qarmy.",n
times during a shift. Please #StayHomeSavesLives.Help us keep you safe. #frontline,y
Coronavirus: Parks busy despite lockdown as many head out to enjoy the sun https://t.co/U31lELydXl I just can't ?? ?? It was ONE f***ing instruction. What is wrong with people. Am sure will be worse tomorrow #StayHomeSavesLives https://t.co/QceB0eWAjp.,y
The government is urging people not to relax on the current lockdown and social distancing restrictions over the weekend. Please stay home for all those who are vulnerable #StayHomeSavesLives #coronavirus #charity @GOVUK @NHS https://t.co/T0EbbAATUj.,y
"Elon Musk is right, we don't need to #ExtendTheLockdown any longer. Statistically speaking, this whole #COVID19Pandemic is exactly like the Flu minus the vaccine, large amounts of cases and recovery, but small death rate compared to the entire US population. Free America!!",n
#DearDiary iGot triggered by @billionaire memer #ElonMusk today But triumphantly throngs of young dupes & clueless adolescents came to my defense & we yelled #ExtendTheLockdown We are such inspiring groupthink zombies ?? modern MLKs literally https://t.co/J9pRZhboIs.,n
Leftist media: Florida will be the next Italy. Florida: *Doesn't even come close to prediction* Leftist media: We need to #ExtendTheLockdown #florida #desantis #wednesdaythoughts.,n
"Elon Musk tweeting about ""Free America"" because he needs workers to die so he doesn't end up with slightly fewer billions of dollars to waste. Fuck him and all those rich bastards paying these ""protestors"" to open America. #extendthelockdown #finetheprotesters https://t.co/fr0kBlgLcR.",y
#morningjoe #newday #ExtendTheLockdown and call #expandopening when safe #VoteBlueToSaveAmerica #Biden2020 https://t.co/e01yz7XN4e.,y
